,Subject,Treatment,Sex,Gonad,Estrus,Scorer,SniffAnoDur,SniffHeadDur,DigDur,ActiveHDur,InactiveDur,GroomDur,AvoidDur,SubDur,DefenseDur,OpenAggDur,RitAggDur,ActiveVDur,ApproachDur,StereoDur,DomDur,SniffBodyDur,InactiveTogetherDur,FollowDur,StretchEv,SniffAnoEv,SniffHeadEv,DigEv,ActiveHEv,InactiveEv,GroomEv,AvoidEv,AttackDelEv,SubEv,AttackRecEv,DefenseEv,OpenAggEv,RitAggEv,ActiveVEv,ApproachEv,StereoEv,DomEv,SniffBodyEv,InactiveTogetherEv,FollowEv,TotalActivityOccur,TotalActivityDuration,TotalSocialOccur,TotalSocialDuration,AgonisticDeliveredOccur,AgonisticDeliveredDuration,AgonisticReceivedOccur,AgonisticReceivedDuration,AgonisticTotalOccur,AgonisticTotalDuration,DominanceScoreOccur,DominanceScoreDuration,SocialInvestigationOccur,SocialInvestigationDuration,NonSocialOccur,NonSocialDuration,NonSocialLocomotorOccur,NonSocialLocomotorDuration,InactiveNonSocialOccur,InactiveNonSocialDuration,TransTotalActivityDur,TransTotalAgonisticDur,TransAgonisticDeliveredDur,TransAgonisticDeliveredFreq,TransAgonisticReceivedDur,TransAgonisticReceivedFreq,TransNonSocialDur,TransNonSocialFreq,TransActiveNonSocialDur,TransActiveNonSocialFreq,TransInactiveNonSocialDur,TransInactiveNonSocialFreq,TransRitualizedAggressionDur,TransRitualizedAggressionFreq,TransAttacksReceived,TransDominanceDur,TransDominanceFreq,TransFollowDur,TransFollowFreq,TransSubmissiveDur,TransSubmissiveFreq,TransAnogenitalDur,TransAnogenitalFreq,TransSocialInactiveDur,TransSocialInactiveFreq,TransDigDur,TransDigFreq,TransInactiveDur,TransInactiveFreq,TransGroomDur,TransGroomFreq
114, E40-08M,T,M,PRE,NA, Colin,124214,76549,9155,133392,1048,22300,1786,113390,0,0,0,111817,0,0,103678,194258,6894,1519,0,66,25,4,123,1,9,1,0,16,0,0,0,0,49,0,0,17,92,4,2,395,869758,223,622288,19,105197,17,115176,36,220373,2,-9979,183,395021,186,277712,176,254364,10,23348,932.6087068,12.30308138,324.3424117,2.995732274,339.3773711,4.242640687,526.9848195,13.67479433,504.3461113,13.3041347,10.05830944,2.397895273,0,0,0,321.9922359,2.890371758,38.98717738,1.098612289,336.7358015,4.123105626,11.72976921,4.204692619,8.83855179,1.609437912,9.122164681,1.609437912,6.955592608,0.693147181,10.0123868,2.302585093
115, E40-09M,T,M,PRE,NA, Colin,178109,111281,0,153191,5301,48963,490,47086,0,0,0,51105,0,0,73636,204588,25221,1029,0,97,40,0,150,2,24,1,0,10,0,0,0,0,42,0,0,12,119,8,2,473,820515,289,641440,14,74665,11,47576,25,122241,3,27089,256,493978,218,258560,192,204296,26,54264,905.8233823,11.71375797,273.2508005,2.708050201,218.1215258,3.464101615,508.4889379,14.79864859,451.9922566,13.89244399,10.90163473,3.295836866,0,0,0,271.3613827,2.564949357,32.09361307,1.098612289,216.9953917,3.31662479,12.09015662,4.584967479,10.13547191,2.197224577,0,0,8.575839387,1.098612289,10.79884061,3.218875825
116, E41-03F,T,F,PRE,NA, Colin,276317,38846,0,61984,0,20247,0,317490,0,0,0,10746,0,0,584,169377,1728,2681,0,102,14,0,68,0,12,0,0,59,0,0,0,0,8,0,0,1,92,2,6,350,878025,276,807023,7,3265,59,317490,66,320755,-52,-314225,208,484540,88,92977,76,72730,12,20247,937.0304157,12.67843599,57.14892825,2.079441542,563.4633972,7.745966692,304.9229411,9.433981132,269.6868554,8.774964387,9.915811302,2.564949357,0,0,0,24.18677324,0.693147181,51.7880295,1.945910149,563.4633972,7.745966692,12.52930766,4.634728988,7.455298486,1.098612289,0,0,0,0,9.915811302,2.564949357
117, E41-05M,T,M,PRE,NA, Colin,107441,50798,30474,195206,9147,20842,0,57344,0,0,0,131171,0,0,901,200298,94486,1892,0,80,32,14,199,6,14,0,0,23,0,0,0,0,89,0,0,1,113,8,2,553,775525,259,513160,3,2793,23,57344,26,60137,-20,-54551,225,358537,322,386840,302,356851,20,29989,880.6395403,11.0043972,52.85830115,1.386294361,239.4681607,4.898979486,621.9654331,17.97220076,597.3709066,17.40689519,10.30861927,3.044522438,0,0,0,30.03331484,0.693147181,43.50861984,1.098612289,239.4681607,4.898979486,11.58470645,4.394449155,11.45621754,2.197224577,10.32466195,2.708050201,9.121290555,1.945910149,9.944773439,2.708050201
118, E41-06M,T,M,PRE,NA, Colin,228879,14133,0,174457,1114,44516,0,111640,0,0,0,84194,0,0,1907,234048,1182,3930,0,126,8,0,159,3,14,0,0,21,0,0,0,0,59,0,0,2,102,2,4,481,853188,265,595719,6,5837,21,111640,27,117477,-15,-105803,236,477060,235,304281,218,258651,17,45630,923.6823047,11.67400636,76.40680598,1.945910149,334.1272213,4.69041576,551.6176212,15.3622915,508.5784109,14.79864859,10.72834259,2.890371758,0,0,0,43.68065934,1.098612289,62.69768736,1.609437912,334.1272213,4.69041576,12.34095313,4.844187086,7.075808864,1.098612289,0,0,7.016609684,1.386294361,10.70362642,2.708050201
119, E41-08F,T,F,PRE,NA, Colin,186431,40575,0,174509,806,50344,3522,15997,1746,0,18,150490,0,0,10754,247528,9922,7358,0,89,28,0,151,1,21,5,0,6,1,1,0,1,89,0,0,7,103,4,8,489,838928,253,523851,15,18112,13,21265,28,39377,2,-3153,220,474534,262,376149,240,324999,22,51150,915.9306742,10.58096256,134.5845459,2.772588722,145.8286666,3.741657387,613.310688,16.21727474,570.0877125,15.5241747,10.84253732,3.135494216,2.944438979,0.693147181,0.693147181,103.7063161,2.079441542,85.78461401,2.197224577,126.4832005,2.645751311,12.13582184,4.49980967,9.202610574,1.609437912,0,0,6.693323668,0.693147181,10.82665459,3.091042453
120, E42-05M,T,M,PRE,NA, Colin,98675,30658,0,182523,42223,39563,0,96588,960,0,0,174209,0,0,2112,149187,77346,5956,0,56,15,0,131,17,12,0,0,18,1,1,0,0,69,0,0,1,69,11,6,367,740868,178,461482,7,8068,20,97548,27,105616,-13,-89480,140,278520,229,438518,200,356732,29,81786,860.7374745,11.56757462,89.82761268,2.079441542,312.3283529,4.582575695,662.2076714,15.16575089,597.2712951,14.17744688,11.31187359,3.401197382,0,0,0.693147181,45.96737974,0.693147181,77.18160403,1.945910149,310.7877089,4.358898944,11.49959703,4.043051268,11.25605707,2.48490665,0,0,10.65074406,2.890371758,10.58567489,2.564949357
121, E42-06M,T,M,PRE,NA, Colin,116988,25479,0,234946,0,118678,0,27356,0,0,0,160943,0,0,3968,195827,15815,0,0,81,16,0,-999,0,36,0,0,13,0,0,0,0,105,0,0,1,116,2,0,540,765507,229,385433,1,3968,13,27356,14,31324,-12,-23388,213,338294,349,514567,313,395889,36,118678,874.9331403,10.35217178,63,0.693147181,165.3995163,3.741657387,717.3339529,18.70828693,629.1979021,17.72004515,11.68417765,3.610917913,0,0,0,63,0.693147181,1,0,165.3995163,3.741657387,11.66983519,4.406719247,9.668777365,1.098612289,0,0,0,0,11.68417765,3.610917913
122, E42-07M,T,M,PRE,NA, Colin,78151,113171,27977,122701,0,11817,0,251519,0,0,0,69016,0,0,8149,180282,31400,5817,0,39,45,7,110,0,7,0,0,32,0,0,0,0,48,0,0,3,100,5,5,389,856783,229,668489,8,13966,32,251519,40,265485,-24,-237553,184,371604,172,231511,165,219694,7,11817,925.6262745,12.48931739,118.1820629,2.197224577,501.5176966,5.744562647,481.1569391,13.15294644,468.7163321,12.88409873,9.377379072,2.079441542,0,0,0,90.27735043,1.386294361,76.2758153,1.791759469,501.5176966,5.744562647,11.26641093,3.688879454,10.35459502,1.791759469,10.23917377,2.079441542,0,0,9.377379072,2.079441542
123, E42-08F,T,F,PRE,NA, Colin,378040,38254,0,91117,2971,10625,320,37756,147,0,0,37166,0,0,8405,278863,385,15951,0,179,21,0,117,2,8,1,0,20,0,1,0,0,28,0,0,8,160,1,21,556,886019,412,758121,29,24356,22,38223,51,62579,7,-13867,360,695157,155,141879,145,128283,10,13596,941.2863539,11.04420102,156.0672932,3.401197382,195.5095906,4.795831523,376.6696165,12.489996,358.1675586,12.08304597,9.517604459,2.397895273,0,0,0,91.68424074,2.197224577,126.3012272,3.091042453,194.3116054,4.582575695,12.84275793,5.192956851,5.955837369,0.693147181,0,0,7.996990406,1.098612289,9.271059107,2.197224577
124, E43-03M,T,M,PRE,NA, Colin,113077,71484,3025,254159,0,14056,0,74371,1750,0,0,103799,0,0,3800,157138,98961,4380,0,75,38,3,170,0,16,0,0,17,1,1,0,0,72,0,0,1,90,3,4,472,786983,230,524961,5,8180,19,76121,24,84301,-14,-67941,203,341699,261,375039,245,360983,16,14056,887.1211868,11.34216087,90.44888059,1.791759469,275.9021566,4.472135955,612.4050947,16.18641406,600.8194404,15.68438714,9.550875771,2.833213344,0,0,0.693147181,61.65225057,0.693147181,66.18912297,1.609437912,272.7123026,4.242640687,11.63583313,4.33073334,11.50249122,1.386294361,8.014996894,1.386294361,0,0,9.550875771,2.833213344
125, E43-04M,T,M,PRE,NA, Colin,98212,92421,1248,194456,28976,56606,1070,108640,1728,0,25049,35977,0,0,0,250644,4973,0,1,55,49,1,112,17,27,1,2,24,3,1,0,6,28,0,0,0,106,2,0,389,809445,250,582737,2,0,29,111438,31,111438,-27,-111438,211,441277,185,317263,141,231681,44,85582,899.6921696,11.62123263,1,1.098612289,333.8248044,5.477225575,563.2619284,13.6381817,481.3335642,11.91637529,11.35724194,3.80666249,10.12862911,1.945910149,1.386294361,1,0,1,0,329.6073422,5,11.49489387,4.025351691,8.511979624,1.098612289,7.13009851,0.693147181,10.27425769,2.890371758,10.94388793,3.33220451
126, E43-05M,T,M,PRE,NA, Colin,243212,25692,0,149522,0,20447,0,56962,0,0,38021,99093,0,0,24040,234527,1099,7385,0,114,14,0,118,0,8,0,0,10,0,0,0,11,46,0,0,7,113,1,5,438,878454,275,630938,12,31425,10,56962,22,88387,2,-25537,241,503431,172,269062,164,248615,8,20447,937.2593024,11.38949149,177.2737995,2.564949357,238.6692272,3.31662479,518.71283,13.15294644,498.6140792,12.84523258,9.925640357,2.197224577,10.54592022,2.48490665,0,155.0516043,2.079441542,85.9418408,1.791759469,238.6692272,3.31662479,12.40169288,4.744932128,7.003065459,0.693147181,0,0,0,0,9.925640357,2.197224577
127, E43-07M,T,M,PRE,NA, Colin,208929,43268,3563,198146,618,51180,0,9208,0,0,5422,163954,0,0,31774,171902,3031,9005,0,93,25,1,189,1,18,0,0,5,0,0,0,1,84,0,0,7,117,1,10,532,845171,259,482539,17,40779,5,9208,22,49987,12,31571,235,424099,293,417461,274,365663,19,51798,919.3323664,10.81953826,201.9405853,2.890371758,95.96353474,2.449489743,646.1129932,17.1464282,604.7015793,16.58312395,10.85512612,2.995732274,8.598404447,0.693147181,0,178.2554347,2.079441542,94.89994731,2.397895273,95.96353474,2.449489743,12.24975455,4.543294782,8.016977747,0.693147181,8.178638789,0.693147181,6.428105273,0.693147181,10.84312365,2.944438979
128, E43-08F,T,F,PRE,NA, Colin,284237,43618,5538,75919,0,14130,528,118270,0,0,0,69878,0,0,504,269229,5809,12340,0,124,25,3,85,0,5,1,0,26,5,0,0,0,33,0,0,1,137,1,14,454,880061,334,734535,15,12844,32,118798,47,131642,-17,-105954,286,597084,126,165465,121,151335,5,14130,938.1161975,11.78784899,113.3357843,2.772588722,344.6723081,5.744562647,406.7751221,11.26942767,389.0192797,11.04536102,9.556126245,1.791759469,0,0,1.791759469,22.47220505,0.693147181,111.0900536,2.708050201,343.9055103,5.196152423,12.55756719,4.828313737,8.66733585,0.693147181,8.619569258,1.386294361,0,0,9.556126245,1.791759469
129, E44-01F,C,F,PRE,NA, Colin,322735,37257,0,89257,17346,22147,545,50518,0,0,0,89844,0,2423,0,246776,3383,17769,0,158,20,0,87,10,13,1,0,22,0,0,0,0,31,0,2,0,142,1,30,493,857124,374,678983,30,17769,23,51063,53,68832,7,-33294,320,606768,143,221017,118,179101,23,39493,925.8104558,11.13943856,133.3041635,3.433987204,225.9734498,4.898979486,470.1255152,12,423.2044423,10.90871211,10.58390404,3.17805383,0,0,0,1,0,133.3041635,3.433987204,224.764321,4.795831523,12.68458993,5.068904202,8.126813721,0.693147181,0,0,9.76117486,2.397895273,10.00550248,2.63905733
130, E44-02F,C,F,PRE,NA, Colin,239902,118870,0,25749,0,48298,0,58238,0,0,0,8026,0,0,47758,340350,0,12809,2,124,-999,0,26,0,9,0,0,25,1,0,0,0,7,0,0,23,193,0,25,494,851702,461,817927,48,60567,26,58238,74,118805,22,2329,387,699122,42,82073,33,33775,9,48298,922.877565,11.68524719,246.1056684,3.891820298,241.3275782,5.196152423,286.4856017,6.557438524,183.7824801,5.830951895,10.78516614,2.302585093,0,0,0.693147181,218.5383262,3.17805383,113.1812705,3.258096538,241.3275782,5.099019514,12.38798995,4.828313737,0,0,0,0,0,0,10.78516614,2.302585093
131, E44-04M,C,M,PRE,NA, Colin,175268,14719,5748,270651,0,35185,1191,98996,0,0,0,75779,0,0,0,197514,9819,15130,2,99,16,4,184,0,29,1,0,46,0,0,0,0,51,0,0,0,133,4,15,551,854996,316,512637,15,15130,47,100187,62,115317,-32,-85057,250,387501,268,387363,239,352178,29,35185,924.6604782,11.65544881,123.0081298,2.772588722,316.5248805,6.92820323,622.3857325,16.40121947,593.446712,15.49193338,10.46840356,3.401197382,0,0,0,1,0,123.0081298,2.772588722,314.6378871,6.8556546,12.07407722,4.605170186,9.192176401,1.609437912,8.656781206,1.609437912,0,0,10.46840356,3.401197382
132, E44-05M,C,M,PRE,NA, Colin,66347,49020,42046,276515,10955,56753,337,94388,546,0,0,176182,0,32,2176,104149,14225,6329,0,45,34,15,174,6,39,1,0,34,0,1,0,0,76,0,1,2,63,4,5,451,818067,189,337517,7,8505,36,95271,43,103776,-29,-86766,142,219516,311,562483,265,494743,45,67708,904.4711162,11.54999965,92.2279784,2.079441542,308.661627,6.08276253,749.9893333,17.66352173,703.3804092,16.30950643,11.12297439,3.828641396,0,0,0,46.65833259,1.098612289,79.56129712,1.791759469,307.2279284,5.916079783,11.1026689,3.828641396,9.562826555,1.609437912,10.64654332,2.772588722,9.30164253,1.945910149,10.94648142,3.688879454
133, E44-06M,C,M,PRE,NA, Colin,184190,11776,0,192389,66343,45456,0,87918,687,98392,0,51070,0,0,1344,142254,0,18181,0,109,11,0,169,15,30,0,1,42,4,2,7,0,41,0,0,1,105,0,25,517,788201,307,544742,27,19525,48,88605,75,108130,-21,-69080,225,338220,255,355258,210,243459,45,111799,887.8074115,11.59109873,139.7354644,3.33220451,297.6675998,7,596.0360727,16,493.4166596,14.52583905,11.62446684,3.828641396,0,0,1.609437912,36.67424164,0.693147181,134.8406467,3.258096538,296.5113826,6.557438524,12.12372854,4.700480366,0,0,0,0,11.10260861,2.772588722,10.7245221,3.433987204
134, E45-01F,C,F,PRE,NA, Colin,273187,19958,0,108666,1158,45133,0,53907,0,0,0,152473,0,2486,5747,202304,2630,32351,0,165,17,0,104,1,18,0,0,40,0,0,0,0,62,0,2,4,148,2,53,595,851079,429,590084,57,38098,40,53907,97,92005,17,-15809,330,495449,187,309916,166,261139,19,46291,922.539972,11.42960907,195.1896514,4.060443011,232.1809639,6.403124237,556.7018951,13.7113092,511.0185907,12.92284798,10.74272444,2.995732274,0,0,0,75.81556568,1.609437912,179.8666172,3.988984047,232.1809639,6.403124237,12.51791548,5.111987788,7.875119281,1.098612289,0,0,7.055312843,0.693147181,10.71739112,2.944438979
135, E45-03M,C,M,PRE,NA, Colin,163271,35376,639,161387,61969,99375,0,59631,616,0,0,114843,0,0,0,172823,14096,15715,3,57,26,1,96,20,33,0,0,16,0,1,0,0,53,0,0,0,69,1,7,329,724301,180,461528,7,15715,17,60247,24,75962,-10,-44532,155,371470,203,438213,150,276869,53,161344,851.0593399,11.23800166,125.3634716,2.079441542,245.4546801,4.242640687,661.977341,14.28285686,526.1843783,12.28820573,11.99130021,3.988984047,0,0,0,1,0,125.3634716,2.079441542,244.1966421,4.123105626,12.0031728,4.060443011,9.553717288,0.693147181,6.461468176,0.693147181,11.03440568,3.044522438,11.50666591,3.526360525
136, E45-04M,C,M,PRE,NA, Colin,123670,87115,0,123203,95853,108538,0,75250,0,0,0,77245,0,0,5724,187076,4598,11584,0,64,23,0,87,26,31,0,0,26,1,0,0,0,44,0,0,5,76,2,8,334,690867,205,495017,13,17308,27,75250,40,92558,-14,-57942,163,397861,188,404839,131,200448,57,204391,831.1846967,11.43560156,131.5636728,2.63905733,274.3191572,5.291502622,636.2703828,13.74772708,447.7153113,11.48912529,12.227795,4.060443011,0,0,0.693147181,75.66372975,1.791759469,107.6336379,2.197224577,274.3191572,5.196152423,11.72538009,4.17438727,8.433594168,1.098612289,0,0,11.47058148,3.295836866,11.59486483,3.465735903
137, E45-05M,C,M,PRE,NA, Colin,167344,34556,38083,294774,2290,107626,0,19817,0,0,785,66275,0,0,4510,141815,0,22125,3,76,29,16,135,2,41,0,0,14,0,0,0,1,39,0,0,2,83,0,13,411,790084,221,390952,15,26635,14,19817,29,46452,1,6818,191,343715,233,509048,190,399132,43,109916,888.8672567,10.74619633,163.2053921,2.772588722,140.7764185,3.872983346,713.476699,15.29705854,631.7697365,13.82027496,11.60748081,3.784189634,6.666956792,0.693147181,0,67.16397844,1.098612289,148.7481092,2.63905733,140.7764185,3.872983346,12.02781283,4.343805422,0,0,10.54754953,2.833213344,7.736743682,1.098612289,11.58642682,3.737669618
138, E46-01F,C,F,PRE,NA, Colin,135384,-999,0,75505,1093,57298,0,43726,0,0,0,13030,0,0,105705,303010,3446,9754,0,83,-999,0,49,2,14,0,0,20,0,0,0,0,8,0,0,35,145,2,14,422,838163,367,753074,49,115459,20,43726,69,159185,29,71733,296,590443,73,146926,57,88535,16,58391,915.512971,11.97782861,339.7940553,3.912023005,209.1100189,4.582575695,383.310579,8.602325267,297.5499958,7.615773106,10.97493417,2.833213344,0,0,0,325.1245915,3.583518938,98.76740353,2.708050201,209.1100189,4.582575695,11.81587785,4.430816799,8.145259567,1.098612289,0,0,6.997595983,1.098612289,10.95603845,2.708050201
139, E46-02F,C,F,PRE,NA, Colin,277073,22404,13313,83239,3744,17779,0,57279,0,0,0,111473,0,0,106089,197344,0,10263,0,143,20,8,91,3,10,0,0,39,3,0,0,0,50,0,0,26,155,0,22,557,878477,408,670452,48,116352,42,57279,90,173631,6,59073,318,496821,162,229548,149,208025,13,21523,937.2715722,12.0646934,341.1055555,3.891820298,239.3324048,6.557438524,479.1127216,12.76714533,456.0986735,12.24744871,9.976923871,2.63905733,0,0,1.386294361,325.714599,3.295836866,101.3114011,3.135494216,239.3324048,6.32455532,12.5320399,4.9698133,0,0,9.496571392,2.197224577,8.228176896,1.386294361,9.785829509,2.397895273
140, E46-03F,C,F,PRE,NA, Colin,336150,41421,0,98620,7851,104927,0,49245,0,0,1536,39928,0,0,7434,195888,3810,13190,0,152,17,0,92,5,35,0,0,28,0,0,0,1,19,0,0,6,151,2,21,487,783412,378,648674,27,20624,28,49245,55,69869,-1,-28621,320,573459,151,251326,111,138548,40,112778,885.1062083,11.15439165,143.6140662,3.33220451,221.9143979,5.385164807,501.3252437,12.32882801,372.2217081,10.58300524,11.63318543,3.713572067,7.337587744,0.693147181,0,86.22644606,1.945910149,114.8520788,3.091042453,221.9143979,5.385164807,12.72531574,5.030437921,8.245646901,1.098612289,0,0,8.968523555,1.791759469,11.56102968,3.583518938
141, E46-04F,C,F,PRE,NA, Colin,197126,72811,0,92371,0,48620,0,147326,942,0,0,35286,0,0,12011,283809,5436,4262,0,141,46,0,89,0,16,0,0,64,0,2,0,0,25,0,0,7,193,5,7,574,845944,465,723723,14,16273,66,148268,80,164541,-52,-131995,380,553746,130,176277,114,127657,16,48620,919.7526841,12.01092114,127.5695889,2.708050201,385.0571386,8.185352772,419.8547368,11.44552314,357.2925972,10.72380529,10.79181082,2.833213344,0,0,0,109.5992701,2.079441542,65.29165337,2.079441542,383.8319945,8.062257748,12.19160347,4.955827058,8.600982717,1.791759469,0,0,0,0,10.79181082,2.833213344
142, E46-09M,C,M,PRE,NA, Colin,230493,92790,523,62912,0,25999,0,11135,0,0,4230,13834,0,0,148278,293698,0,16108,0,146,-999,1,50,0,13,0,0,11,0,0,0,3,11,0,0,78,-999,0,26,638,874001,576,796732,104,164386,11,11135,115,175521,-999,-999,458,616981,75,103268,62,77269,13,25999,934.8807411,12.07551967,405.4466673,4.65396035,105.5272477,3.464101615,321.3549439,8.717797887,277.974819,7.937253933,10.16585182,2.63905733,8.350193651,1.386294361,0,385.0701235,4.369447852,126.9212354,3.295836866,105.5272477,3.464101615,12.34798011,4.990432587,0,0,6.261491684,0.693147181,0,0,10.16585182,2.63905733
143, E47-04M,C,M,PRE,NA, Colin,176235,60063,0,116200,10324,40697,0,50096,0,0,0,214671,0,0,8677,192996,634,29407,0,95,30,0,113,7,11,0,0,20,0,0,0,0,78,0,0,3,101,1,35,475,848345,285,518108,38,38084,20,50096,58,88180,18,-12012,226,429294,209,381892,191,330871,18,51021,921.0570015,11.3871468,195.1537855,3.663561646,223.8235912,4.582575695,617.9749186,14.49137675,575.2147425,13.85640646,10.84001219,2.944438979,0,0,0,93.1557835,1.386294361,171.4876089,3.583518938,223.8235912,4.582575695,12.07957928,4.564348191,6.453624999,0.693147181,0,0,9.242323418,2.079441542,10.61393423,2.48490665
144, E47-05M,C,M,PRE,NA, Colin,102788,92296,5377,139565,15304,45606,2615,72997,0,0,0,190721,0,0,25074,186836,12570,8251,0,54,37,4,114,12,24,2,0,28,0,0,0,0,67,0,0,3,94,2,6,409,826520,226,503427,9,33325,30,75612,39,108937,-21,-42287,185,381920,221,396573,185,335663,36,60910,909.1320036,11.59853419,182.5541016,2.302585093,274.978181,5.567764363,629.7412167,14.89966443,579.3651698,13.6381817,11.01716906,3.610917913,0,0,0,158.3508762,1.386294361,90.84051959,1.945910149,270.1814205,5.385164807,11.54043362,4.007333185,9.439147853,1.098612289,8.590071837,1.609437912,9.635934851,2.564949357,10.72781649,3.218875825
145, E48-01F,C,F,PRE,NA, Colin,264927,77799,0,47979,3127,4532,0,123598,0,0,0,52058,0,600,7693,302707,2479,12501,0,179,43,0,55,3,3,0,0,75,1,0,0,0,26,0,1,9,-999,1,20,651,889862,570,791704,29,20194,76,123598,105,143792,-47,-103404,464,645433,88,108296,81,100037,6,7659,943.3255006,11.87613004,142.109113,3.401197382,351.5664944,8.774964387,329.0850954,9.433981132,316.2878436,9.055385138,8.943767263,1.945910149,0,0,0.693147181,87.71544904,2.302585093,111.8123428,3.044522438,351.5664944,8.717797887,12.48721337,5.192956851,7.816013839,0.693147181,0,0,8.048149102,1.386294361,8.419139251,1.386294361
146, E48-02F,C,F,PRE,NA, Colin,232607,121132,0,33383,0,32788,0,211478,0,0,2831,24390,0,0,8471,203309,20690,8921,0,130,30,0,43,0,12,0,0,74,0,0,0,1,21,0,0,10,139,3,14,462,846522,401,809439,24,17392,74,211478,98,228870,-50,-194086,299,557048,76,90561,64,57773,12,32788,920.0668454,12.34091381,131.8825235,3.218875825,459.8684595,8.660254038,300.935209,8.774964387,240.3622266,8.062257748,10.39784837,2.564949357,7.948738455,0.693147181,0,92.04346799,2.397895273,94.45633912,2.708050201,459.8684595,8.660254038,12.35710991,4.875197323,9.937454102,1.386294361,0,0,0,0,10.39784837,2.564949357
147, E48-03F,C,F,PRE,NA, Colin,274254,9877,0,85199,0,14422,639,166353,0,0,0,98292,0,0,7320,226103,5367,12174,0,136,11,0,96,0,11,1,0,53,2,0,0,0,43,0,0,5,154,4,24,525,880211,390,702087,29,19494,56,166992,85,186486,-27,-147498,301,510234,150,197913,139,183491,11,14422,938.1961415,12.13611681,139.6244964,3.401197382,408.6477701,7.549834435,444.8752634,12.28820573,428.359662,11.83215957,9.576579434,2.48490665,0,0,1.098612289,85.5628424,1.791759469,110.3403825,3.218875825,407.8651738,7.348469228,12.52181361,4.919980926,8.588210679,1.609437912,0,0,0,0,9.576579434,2.48490665
148, E48-07M,C,M,PRE,NA, Colin,252333,14657,0,61849,914,99061,2455,123729,51,30414,33791,36782,0,6,53291,172820,825,17022,0,126,10,0,70,1,17,2,9,44,2,1,11,14,24,0,1,17,116,1,22,469,799200,375,701388,48,70313,49,126235,97,196548,-1,-55922,252,439810,113,198612,94,98631,18,99975,893.9804248,12.18866704,265.1678714,3.891820298,355.2970588,7.071067812,445.6601844,10.67707825,314.0573196,9.746794345,11.51268544,2.944438979,10.42797937,2.708050201,1.098612289,230.850601,2.890371758,130.4722193,3.135494216,351.7527541,6.708203932,12.43850889,4.844187086,6.716594774,0.693147181,0,0,6.818924065,0.693147181,11.5035012,2.890371758
149, E48-08M,C,M,PRE,NA, Colin,108530,24938,50770,167465,3032,27142,0,81264,575,0,0,205034,0,0,50032,162725,1001,17492,0,64,12,15,126,2,10,0,0,28,0,1,0,0,89,0,0,6,91,1,12,444,868825,215,446557,18,67524,29,81839,47,149363,-11,-14315,167,296193,242,453443,230,423269,12,30174,932.1083628,11.91414156,259.8557292,2.944438979,286.0769127,5.477225575,673.3825065,15.58845727,650.5920381,15.19868415,10.31476905,2.564949357,0,0,0,223.6805758,1.945910149,132.2611054,2.564949357,285.0701668,5.385164807,11.59479113,4.17438727,6.909753282,0.693147181,10.8350806,2.772588722,8.017307508,1.098612289,10.20887447,2.397895273
150, E50-01F,T,F,PRE,NA, Colin,285853,19607,0,115657,909,35575,512,38102,0,0,1375,125198,0,0,0,237877,9240,29745,0,162,21,0,121,1,13,1,0,24,0,0,0,1,49,0,0,0,156,4,37,572,853926,406,622311,37,29745,25,38614,62,68359,12,-8869,339,543337,184,277339,170,240855,14,36484,924.0817063,11.13254314,172.4702873,3.63758616,196.5069973,5.099019514,526.6308005,13.60147051,490.7708223,13.07669683,10.5046565,2.708050201,7.226936018,0.693147181,0,1,0,172.4702873,3.63758616,195.1998975,5,12.56323647,5.093750201,9.131405384,1.609437912,0,0,6.8134446,0.693147181,10.47942653,2.63905733
151, E50-04M,T,M,PRE,NA, Colin,251620,27325,0,48500,23260,30361,985,17284,1600,112313,951,21666,0,0,132304,217251,1257,13323,0,101,15,0,32,3,12,1,12,10,2,1,25,2,10,0,0,43,112,1,14,380,845122,339,776213,69,145627,14,19869,83,165496,-999,-999,228,496196,57,123787,42,70166,15,53621,919.3057163,12.01670835,381.6123688,4.248495242,140.9609875,3.872983346,351.8351887,7.615773106,264.8905434,6.557438524,10.88971471,2.772588722,6.858565035,1.098612289,1.098612289,363.7375427,3.784189634,115.4296322,2.708050201,131.4724306,3.31662479,12.43567927,4.624972813,7.137278437,0.693147181,0,0,10.05453342,1.386294361,10.32094711,2.564949357
152, E50-05M,T,M,PRE,NA, Colin,10040,55326,0,167934,24539,53735,26465,63415,6581,23008,142339,243546,0,0,11475,-999,0,487,0,14,43,0,113,14,8,12,20,17,6,4,15,74,67,0,0,11,74,0,1,471,821726,291,410246,32,11962,39,96461,71,108423,-7,-84499,131,136476,202,489754,180,411480,22,78274,906.4915885,11.59380475,109.3755,3.496507561,310.5833222,6.32455532,699.8249781,14.24780685,641.467848,13.45362405,11.26798355,3.135494216,11.86597384,4.317488114,1.945910149,107.1260939,2.48490665,22.09072203,0.693147181,251.8253363,4.242640687,9.21443199,2.708050201,0,0,0,0,10.10805972,2.708050201,10.89183845,2.197224577
