"","Subject","Treatment","Sex","Gonad","Scorer","SniffAnoDur","SniffHeadDur","DigDur","ActiveHDur","InactiveDur","GroomDur","AvoidDur","SubDur","DefenseDur","OpenAggDur","RitAggDur","ActiveVDur","ApproachDur","StereoDur","DomDur","SniffBodyDur","InactiveTogetherDur","FollowDur","StretchEv","SniffAnoEv","SniffHeadEv","DigEv","ActiveHEv","InactiveEv","GroomEv","AvoidEv","AttackDelEv","SubEv","AttackRecEv","DefenseEv","OpenAggEv","RitAggEv","ActiveVEv","ApproachEv","StereoEv","DomEv","SniffBodyEv","InactiveTogetherEv","FollowEv","TotalActivityOccur","TotalActivityDuration","TotalSocialOccur","TotalSocialDuration","AgonisticDeliveredOccur","AgonisticDeliveredDuration","AgonisticReceivedOccur","AgonisticReceivedDuration","AgonisticTotalOccur","AgonisticTotalDuration","DominanceScoreOccur","DominanceScoreDuration","SocialInvestigationOccur","SocialInvestigationDuration","NonSocialOccur","NonSocialDuration","NonSocialLocomotorOccur","NonSocialLocomotorDuration","InactiveNonSocialOccur","InactiveNonSocialDuration"
"442"," E53-01F","T","F","SHAM"," Colin",146117,153212,0,124257,32082,248746,0,16588,0,0,0,593308,0,0,74147,334827,64767,11159,0,68,61,0,134,4,36,0,0,6,0,0,0,0,101,0,0,7,135,15,12,524,1453615,304,800817,19,85306,6,16588,25,101894,13,68718,264,634156,275,998393,235,717565,40,280828
"443"," E53-02F","T","F","SHAM"," Colin",34093,331977,0,194738,0,74548,0,8386,0,0,0,442231,0,0,226316,358770,125217,3724,0,29,158,0,203,0,17,0,0,2,0,0,0,0,93,0,0,70,195,28,4,754,1600235,486,1088483,74,230040,2,8386,76,238426,72,221654,382,724840,313,711517,296,636969,17,74548
"444"," E53-03M","T","M","SHAM"," Colin",93593,309140,0,218148,33950,193056,12230,26837,77435,5533,29780,166843,0,0,122597,403098,97828,9482,0,56,102,0,180,23,53,2,5,9,89,24,2,7,82,0,0,10,155,15,5,728,1474716,481,1187553,20,132079,124,116502,144,248581,-104,15577,313,805831,338,611997,262,384991,76,227006
"445"," E53-06M","T","M","SHAM"," Colin",96797,170962,3806,271605,66590,151123,0,16922,0,727,48076,543558,0,0,140403,263003,23589,2839,0,50,82,3,265,10,50,0,49,2,0,0,1,6,191,0,0,42,173,10,2,866,1558698,417,763318,93,143242,2,16922,95,160164,91,126320,305,530762,519,1036682,459,818969,60,217713
"446"," E53-07M","T","M","GDX"," Colin",286967,294237,0,240109,5025,64664,0,35036,0,0,0,206897,0,589,14010,597021,39908,15537,1,170,99,0,227,3,31,0,0,4,0,0,0,0,108,0,1,5,261,7,19,895,1690403,566,1282716,24,29547,4,35036,28,64583,20,-5489,531,1178225,370,517284,335,447006,34,69689
"447"," E53-08M","T","M","SHAM"," Colin",125304,224106,12912,231181,2905,244719,924,4775,0,2614,69056,389858,0,0,150079,322731,11172,5837,0,54,125,6,254,3,63,1,114,3,0,0,1,22,142,0,0,40,182,4,7,951,1539377,553,916598,161,155916,4,5699,165,161615,157,150217,361,672141,468,881575,402,633951,66,247624
"448"," E6-01","T","M","GDX"," Colin",18481,276807,4703,392653,0,425813,0,0,5465,49877,55560,368947,0,0,17163,181675,0,2856,0,14,116,4,264,0,106,0,21,0,0,3,12,22,145,0,0,9,109,0,1,720,1374187,307,607884,31,20019,3,5465,34,25484,28,14554,239,476963,519,1192116,413,766303,106,425813
"449"," E6-03","T","M","REP"," Colin",75838,231038,1081,350339,12940,222480,696,132426,612,0,495,265935,0,660,147522,287167,67879,2892,0,41,82,1,223,3,54,1,0,35,0,1,0,1,129,0,1,24,129,8,2,670,1496701,324,946565,26,150414,37,133734,63,284148,-11,16680,252,594043,411,853435,353,617355,57,235420
"450"," E6-04","T","M","REP"," Colin",18501,319983,13141,269036,4958,675232,1743,0,0,137068,129762,122025,0,0,7871,97015,0,3665,0,10,89,2,147,3,75,1,53,0,0,0,46,51,42,0,0,6,57,0,2,506,1119810,315,715608,61,11536,1,1743,62,13279,60,9793,156,435499,269,1084392,191,404202,78,680190
"451"," E6-06","T","M","SHAM"," Colin",40207,220370,6514,359987,10383,606489,0,9448,0,0,5610,259066,0,0,2076,275636,0,4214,0,23,63,2,198,2,55,0,13,4,0,0,0,1,105,0,0,1,94,0,3,507,1183128,202,557561,17,6290,4,9448,21,15738,13,-3158,180,536213,362,1242439,305,625567,57,616872
"452"," E7-01","C","M","REP"," Colin",56195,257051,2203,392943,139953,193478,39517,47495,69325,27601,142948,147048,0,0,0,284243,0,0,0,33,79,1,202,27,43,15,4,10,77,30,13,35,64,0,0,0,118,0,0,681,1466569,414,924375,4,0,132,156337,136,156337,-128,-156337,230,597489,337,875625,267,542194,70,333431
"453"," E7-02","C","M","GDX"," Colin",432156,259893,8109,168659,1131,144293,0,123785,0,0,0,89255,0,0,64629,440545,56718,10827,0,131,55,1,127,1,32,0,0,25,0,0,0,0,39,0,0,11,168,7,10,567,1597858,407,1388553,21,75456,25,123785,46,199241,-4,-48329,354,1132594,200,411447,167,266023,33,145424
"454"," E7-03","C","M","REP"," Colin",89793,170186,5436,231827,16773,236455,0,25369,0,0,0,380376,0,0,80503,320726,241884,0,0,25,50,1,167,1,41,0,0,2,0,0,0,0,120,0,0,15,111,19,0,491,1304216,222,928461,15,80503,2,25369,17,105872,13,55134,186,580705,330,870867,288,617639,42,253228
"455"," E7-05","C","M","SHAM"," Colin",75060,169765,0,114515,4409,245668,0,533179,0,0,2604,178257,0,0,95182,303512,77849,0,0,36,32,0,81,3,19,0,0,27,0,0,0,2,34,0,0,11,107,12,0,330,1472074,227,1257151,11,95182,27,533179,38,628361,-16,-437997,175,548337,137,542849,115,292772,22,250077
"456"," E7-06","C","F","REP"," Colin",144755,261604,0,113168,0,260722,0,108040,0,0,0,141334,0,0,152614,533994,83769,0,0,81,88,0,108,0,43,0,0,16,0,0,0,0,38,0,0,23,187,5,0,541,1455509,400,1284776,23,152614,16,108040,39,260654,7,44574,356,940353,189,515224,146,254502,43,260722
"457"," E7-08","C","F","GDX"," Colin",59705,196878,0,202517,43633,111817,0,458427,0,0,2191,99156,0,0,91805,372976,159199,1696,0,29,52,0,111,11,34,0,0,17,0,0,0,1,37,0,0,13,89,12,1,350,1485351,214,1342877,14,93501,17,458427,31,551928,-3,-364926,170,629559,193,457123,148,301673,45,155450
"458"," E8-03F","C","F","REP"," Colin",38986,227203,12829,273122,0,217826,0,206687,0,0,0,146823,0,0,246143,412561,17820,0,0,22,64,2,169,0,34,0,0,14,0,0,0,0,72,0,0,29,123,4,0,495,1564354,256,1149400,29,246143,14,206687,43,452830,15,39456,209,678750,277,650600,243,432774,34,217826
"459"," E8-04F","C","F","GDX"," Colin",78004,276298,5799,121731,22539,406837,0,103116,0,0,0,164663,0,466,221398,308958,89651,540,0,35,56,1,101,8,50,0,0,10,0,0,0,0,36,0,1,5,98,5,1,344,1280973,210,1077965,6,221938,10,103116,16,325054,-4,118822,189,663260,197,722035,138,292193,58,429376
"460"," E8-07Ma","C","M","REP"," Colin",15127,187748,2643,213461,85631,535356,696,116525,0,5462,160679,84159,0,0,63519,196267,131277,1450,0,9,56,2,115,24,61,1,3,16,33,0,2,20,30,0,0,10,62,20,1,360,1047736,233,878750,14,64969,50,117221,64,182190,-36,-52252,127,399142,232,921250,147,300263,85,620987
"461"," E8-07Mb","C","M","GDX"," Colin",39932,169574,1788,331396,3639,293173,0,171608,746,0,19906,580217,0,1428,76526,107799,0,2268,1,19,40,1,230,2,62,0,10,7,2,1,0,5,166,0,1,24,66,0,2,575,1503188,177,588359,36,78794,10,172354,46,251148,26,-93560,126,317305,462,1211641,397,913401,64,296812
"462"," E9-01Mb","C","M","SHAM"," Colin",132881,84085,0,67208,2373,315773,0,115759,0,0,0,39677,0,0,252527,307041,478788,3888,0,44,30,0,63,1,31,0,0,13,0,0,0,0,20,0,0,17,91,12,3,281,1003066,210,1374969,20,256415,13,115759,33,372174,7,140656,165,524007,115,425031,83,106885,32,318146
"463"," E9-04M","C","M","REP"," Colin",153735,214267,0,126244,25404,296646,0,70359,0,0,7401,82891,0,0,258218,302815,261350,670,0,52,63,0,93,3,39,0,11,10,0,0,0,5,31,0,0,29,110,18,1,405,1216600,299,1268815,41,258888,10,70359,51,329247,31,188529,225,670817,166,531185,124,209135,42,322050
"464"," E9-05F","C","F","SHAM"," Colin",271524,338268,0,92109,2244,131622,0,67092,0,0,0,10868,0,0,204850,542455,133146,5822,0,114,77,0,99,1,29,0,0,26,0,0,0,0,3,0,0,25,178,16,7,529,1532988,443,1563157,32,210672,26,67092,58,277764,6,143580,369,1152247,132,236843,102,102977,30,133866
"465"," E9-09M","C","M","GDX"," Colin",119799,34398,0,35397,17751,83277,0,160088,0,0,621,18135,0,0,133592,179244,1011919,5779,0,41,10,0,23,4,13,0,0,11,0,0,0,1,5,0,0,9,46,10,5,151,687053,133,1645440,14,139371,11,160088,25,299459,3,-20717,97,333441,45,154560,28,53532,17,101028
"466"," E9-11M","C","M","REP"," Colin",270379,113292,0,109946,0,378508,0,27250,0,0,65328,89105,0,0,110676,255482,378511,1523,0,74,48,0,102,0,29,0,5,9,0,0,0,3,41,0,0,26,111,3,3,422,1042981,282,1222441,34,112199,9,27250,43,139449,25,84949,233,639153,172,577559,143,199051,29,378508
"467"," E9-13M","C","M","GDX"," Colin",110400,214221,0,71080,1249,122046,0,76997,0,0,0,125283,0,0,59710,339709,679220,0,0,40,40,0,63,1,31,0,0,9,0,0,0,0,30,0,0,6,91,15,0,279,997400,201,1480257,6,59710,9,76997,15,136707,-3,-17287,171,664330,125,319658,93,196363,32,123295
