Subject,Treatment,Sex,Gonad,Scorer,SniffAnoDur,SniffHeadDur,DigDur,ActiveHDur,InactiveDur,GroomDur,AvoidDur,SubDur,DefenseDur,OpenAggDur,RitAggDur,ActiveVDur,ApproachDur,StereoDur,DomDur,SniffBodyDur,InactiveTogetherDur,FollowDur,StretchEv,SniffAnoEv,SniffHeadEv,DigEv,ActiveHEv,InactiveEv,GroomEv,AvoidEv,AttackDelEv,SubEv,AttackRecEv,DefenseEv,OpenAggEv,RitAggEv,ActiveVEv,ApproachEv,StereoEv,DomEv,SniffBodyEv,InactiveTogetherEv,FollowEv
 E39-06M,T,M,REP, Colin,217300,175478,9095,223394,16521,293216,0,38416,1310,0,0,301138,0,0,176888,264623,54109,28512,0,112,81,2,240,9,69,0,0,14,0,1,0,0,105,0,0,20,170,10,24
 E40-01F,T,F,REP, Colin,79800,259356,0,175501,0,259737,498,51095,0,0,9486,130674,0,0,433795,345439,43131,11488,0,51,89,0,137,0,56,1,0,6,0,0,0,4,62,0,0,56,162,10,12
 E40-02F,T,F,SHAM, Colin,138522,288046,0,139469,0,190867,0,269991,0,0,0,73984,0,0,18060,441871,225845,13345,0,98,142,0,165,0,50,0,0,41,0,0,0,0,23,0,0,7,243,34,17
 E40-03F,T,F,SHAM, Colin,97701,461038,0,101454,0,93886,0,112200,0,0,0,53280,963,24,147603,561773,163626,6452,0,66,160,0,131,0,19,0,1,44,0,0,0,0,26,1,1,50,253,43,11
 E4-01,C,F,GDX, Colin,181176,334434,0,203218,16357,65501,0,308151,0,0,0,62731,0,0,153289,421498,49456,4189,0,66,100,0,164,10,21,0,0,46,0,0,0,0,36,0,0,26,172,11,4
 E4-03,C,F,SHAM, Colin,65458,55613,0,125968,0,211763,0,727436,0,0,0,196039,0,0,45524,295571,74805,1823,0,40,20,0,104,0,26,0,0,32,0,0,0,0,71,0,0,9,100,14,3
 E4-05,C,F,REP, Colin,64311,129858,24701,209010,0,156681,0,631041,0,0,8375,118292,0,0,50313,400842,6576,0,1,39,45,7,148,0,36,0,0,38,0,0,0,5,68,0,0,12,138,2,0
 E4-07,C,M,SHAM, Colin,97715,180592,0,163250,42929,254371,0,13400,1152,0,41980,218278,0,0,293920,272386,218235,1792,0,36,46,0,116,10,37,0,14,4,0,1,0,3,61,0,0,22,89,14,1
 E4-08,C,M,GDX, Colin,208694,193472,0,173493,84162,244470,0,34007,0,0,0,100649,0,0,151644,474399,133794,1216,0,76,49,0,130,12,47,0,0,4,0,0,0,0,52,0,0,25,138,11,2
 E41-01F,T,F,GDX, Colin,136055,160442,6114,195253,0,307590,0,19427,0,0,10298,151014,0,0,451283,327400,23409,11715,0,58,54,1,155,0,46,0,0,8,0,0,0,3,40,0,0,59,147,11,13
 E41-02F,T,F,REP, Colin,106681,219318,828,213513,0,222740,0,167066,0,0,0,212764,0,0,229460,332896,80371,14363,0,53,72,1,178,0,66,0,0,22,0,0,0,0,71,0,0,28,117,25,13
 E41-03F,T,F,REP, Colin,152674,139661,0,104984,20589,209213,2557,505294,0,0,0,49777,0,0,26224,393003,184613,11411,0,92,54,0,99,3,43,1,0,33,0,0,0,0,15,0,0,7,162,32,14
 E41-04M,T,M,GDX, Colin,119941,151943,598,139325,92037,185446,0,431038,0,0,0,16286,0,0,108168,262756,278901,13561,0,79,60,1,123,25,38,0,0,48,0,0,0,0,10,0,0,10,130,64,12
 E41-05M,T,M,GDX, Colin,103153,32339,0,107044,106032,256859,0,248337,0,0,0,86930,0,0,116613,151247,588729,2717,1,33,15,0,84,29,38,0,0,15,0,0,0,0,27,0,0,7,61,24,3
 E42-01F,T,F,SHAM, Colin,287123,79963,0,49581,8410,159662,0,215699,0,0,0,16317,0,0,171646,382967,409656,18976,0,126,50,0,65,4,16,0,0,26,0,0,0,0,9,0,0,26,158,57,32
 E42-02F,T,F,REP, ,32408,47736,2220,138421,9334,634927,0,142183,0,0,0,200059,0,0,259329,115238,211825,6320,0,22,15,1,86,6,51,0,0,10,0,0,0,0,35,0,0,12,43,21,5
 E42-04M,T,M,REP, Colin,278549,134692,0,172292,3026,152607,0,53920,0,0,594,110513,0,0,161872,427388,291201,13346,0,158,66,0,185,4,42,0,0,7,0,0,0,1,40,0,0,30,193,34,17
 E42-06M,T,M,GDX, Colin,94073,83088,0,138875,111923,169020,369,442428,0,0,0,109862,380,0,90025,189343,357503,13111,0,51,38,0,120,19,51,1,0,53,0,0,0,0,43,1,0,13,109,64,9
 E43-01M,T,M,REP, Colin,141628,221653,2568,183659,16779,254842,0,27850,0,0,0,155808,0,0,383077,214084,195748,2304,0,58,59,1,151,8,60,0,1,8,0,0,0,0,50,0,0,42,111,28,1
 E43-03M,T,M,SHAM, Colin,65321,242367,7275,126031,399386,268617,0,51591,0,0,65103,140626,0,0,82898,182469,159827,8489,0,39,75,4,110,19,70,0,53,9,0,0,0,10,60,0,0,32,110,21,7
 E43-04M,T,M,REP, Colin,71902,172508,1801,179536,30179,274927,2291,177492,0,0,136027,171969,0,0,16491,285984,277047,1846,1,29,64,1,118,9,57,1,91,22,0,0,0,17,51,0,0,8,92,24,1
 E43-05M,T,M,SHAM, Colin,20512,252638,79694,193421,0,498221,0,47615,0,0,74624,292664,0,0,114467,192908,32468,768,0,17,91,32,182,0,118,0,40,2,0,0,0,13,104,0,0,31,111,7,1
 E43-06F,T,F,GDX, Colin,131176,190455,0,155962,28159,283695,6720,156711,0,0,0,82879,0,0,111122,500939,148786,3396,2,91,100,0,178,5,78,2,0,26,0,0,0,0,35,0,0,25,242,16,3
 E44-03F,C,F,SHAM, Colin,108738,188235,5414,166316,39371,320123,424,38377,0,0,0,165711,0,0,269161,390948,87370,18404,0,58,86,1,171,29,54,1,0,6,0,0,0,0,78,0,0,45,173,29,13
 E44-04M,C,M,GDX, Colin,197372,249292,0,175364,36324,103276,0,42906,0,0,3761,135363,0,0,308869,470250,65363,10809,0,135,98,0,177,12,46,0,0,8,0,0,0,1,61,0,0,39,220,22,16
 E44-05M,C,M,GDX, Colin,62545,55460,388,191089,269301,339053,0,83247,0,0,0,63277,0,0,23103,197647,507058,7832,1,32,27,1,102,48,44,0,0,16,0,0,0,0,23,0,0,3,73,45,3
 E44-06M,C,M,REP, Colin,156970,113677,20738,173689,4205,140870,0,70345,0,0,2889,208772,0,0,468551,315935,118430,2985,0,80,46,8,161,5,33,0,0,4,0,0,0,1,86,0,0,34,150,25,4
 E44-07M,C,M,SHAM, Colin,87491,498673,0,124745,896,479225,0,1098,0,0,48402,128396,0,438,52535,341235,31262,5604,0,39,102,0,127,1,39,0,39,1,1,0,0,12,51,0,1,7,141,7,4
 E44-08M,C,M,SHAM, Colin,76668,274045,8184,205532,0,166160,0,0,0,0,0,402027,0,0,305820,340352,14279,2990,0,50,92,3,210,0,47,0,0,0,0,0,0,0,135,0,0,62,164,5,3
 E45-03M,C,M,SHAM, Colin,69048,115193,0,162765,79680,266140,0,61843,0,0,0,109879,0,0,356663,269672,297613,9707,1,44,55,0,155,12,49,0,0,13,0,0,0,0,56,0,0,42,127,50,9
 E45-05M,C,M,REP, Colin,12014,479878,0,237063,2497,47979,0,2499,0,12236,40774,563730,1391,0,54317,312661,31942,1019,2,11,122,0,212,1,20,0,42,1,0,0,6,19,150,1,0,16,125,8,1
 E45-06M,C,M,SHAM, Colin,74467,480770,0,141098,6717,160901,0,45945,0,0,48775,94294,0,0,299249,384179,55319,7224,0,40,105,0,104,3,24,0,65,5,1,0,0,22,43,0,0,34,126,19,3
 E45-07M,C,M,SHAM, Colin,117435,260585,4029,197798,13869,126365,0,20723,0,0,60466,103605,0,0,288166,465371,135667,5921,1,75,116,2,177,2,41,0,55,2,0,0,0,14,59,0,0,95,236,14,10
 E45-08M,C,M,GDX, Colin,223437,167197,0,171948,10167,80850,0,98893,0,0,0,121512,0,0,277688,433105,182010,33193,0,113,78,0,185,6,32,0,0,21,0,0,0,0,48,0,0,71,222,47,33
 E46-01F,C,F,SHAM, Colin,27825,324223,0,141408,166497,175753,0,62326,0,0,0,282098,0,0,200696,300386,111435,7353,0,27,149,0,144,30,40,0,0,9,0,0,0,0,66,0,0,34,183,26,7
 E46-02F,C,F,GDX, Colin,151716,188955,0,99851,11175,177371,0,50787,0,0,1824,189550,0,1455,421122,403757,85817,16620,0,89,66,0,126,4,42,0,0,17,0,0,0,1,44,0,1,47,174,15,20
 E46-03F,C,F,REP, Colin,182129,228076,0,71803,405,19572,0,698401,0,0,3378,20967,0,0,28956,392310,140669,13334,0,83,73,0,73,1,10,0,0,41,0,0,0,1,6,0,0,6,158,21,21
 E46-04F,C,F,REP, Colin,186437,134610,1753,127685,18632,214968,0,47799,0,0,0,114114,0,0,40754,445736,465044,2468,0,92,67,1,136,8,26,0,0,9,0,0,0,0,41,0,0,10,189,20,3
 E46-05F,C,F,SHAM, Colin,39349,137016,5502,175547,317985,330100,0,58130,0,0,31261,261399,0,0,106301,212308,123855,793,0,18,42,1,171,4,49,0,27,8,0,0,0,9,93,0,0,25,90,18,1
 E46-06F,C,F,SHAM, Colin,68260,112121,4424,226698,209166,425817,0,39857,0,0,30782,224881,421,0,122031,170555,160798,2472,0,30,54,3,193,2,59,0,29,7,0,0,0,16,86,1,0,37,95,33,3
 E46-07F,C,F,REP, Colin,157231,103473,0,93169,15238,113725,0,419664,0,0,24,60493,0,0,53283,345490,426584,10044,0,75,31,0,94,4,19,0,0,15,0,0,0,1,17,0,0,8,118,26,12
 E46-08F,C,F,REP, Colin,156539,245134,0,95080,66916,169739,0,78287,0,0,0,126674,0,0,41672,713196,96376,10387,0,74,74,0,88,26,34,0,0,9,0,0,0,0,26,0,0,9,159,19,11
 E46-09M,C,M,REP, Colin,112416,231757,0,255177,13751,316673,0,49426,0,0,9307,188000,0,0,108569,231196,270235,11722,0,45,79,0,176,9,65,0,120,5,0,0,0,5,84,0,0,24,94,16,7
 E46-10M,C,M,GDX, Colin,76551,189040,3789,213433,142648,273301,0,84288,0,0,1152,33304,0,0,222426,349929,198626,11513,0,40,66,3,151,38,64,0,0,18,0,0,0,1,14,0,0,16,124,45,5
 E47-02F,C,F,SHAM, Colin,296295,124819,0,128959,19639,70527,0,51245,0,0,0,151681,0,0,201049,665377,71543,17162,1,191,73,0,170,10,29,0,0,7,0,0,0,0,67,0,0,52,292,19,27
 E47-04M,C,M,SHAM, Colin,97575,421582,0,204618,27054,114034,0,14277,0,0,0,202262,0,0,194182,286079,223605,14530,0,64,111,0,172,13,42,0,0,5,0,0,0,0,81,0,0,27,128,50,13
 E47-05M,C,M,GDX, Colin,57202,104935,0,95747,93074,330875,0,214850,0,0,0,25199,0,0,969,204277,671490,1382,0,28,20,0,63,15,35,0,0,9,0,0,0,0,9,0,0,1,58,15,2
 E48-01F,C,F,SHAM, Colin,56897,176714,0,181087,116568,261619,0,7182,0,0,0,267941,0,0,136389,330857,258566,4428,0,41,86,0,169,32,54,0,0,4,0,0,0,0,100,0,0,28,151,51,5
 E48-03F,C,F,REP, Colin,119190,245086,0,125051,16317,219744,0,174670,0,0,0,82859,0,0,219649,466542,117034,13003,1,64,91,0,114,4,29,0,0,6,0,0,0,0,22,0,0,15,171,13,12
 E48-05F,C,F,SHAM, Colin,39700,265417,4355,118784,6081,128063,0,8556,0,0,9330,247428,0,0,665083,264598,38956,1774,0,31,105,2,125,5,34,0,0,2,0,0,0,2,70,0,0,82,134,16,4
 E48-06F,C,F,REP, Colin,311775,157379,1057,99385,6360,43642,3035,16368,0,0,0,87152,0,0,93699,573528,398769,6597,0,140,70,1,127,3,17,1,0,6,0,0,0,0,38,0,0,23,221,30,10
 E48-07M,C,M,GDX, Colin,198361,308525,0,144671,11621,188012,0,116951,0,0,0,89598,0,0,204695,400553,128805,5801,0,110,80,0,153,6,45,0,0,17,0,0,0,0,51,0,0,27,182,32,7
 E48-08M,C,M,SHAM, Colin,125697,150226,0,68862,14906,123616,0,66883,0,0,7751,48492,0,0,131612,350319,704112,7073,0,55,64,0,70,5,26,0,17,9,0,0,0,1,23,0,0,32,114,52,5
 E50-01F,T,F,GDX, Colin,340382,153520,0,173342,12164,314874,0,12376,0,0,0,60994,0,0,63438,537483,115907,14404,0,179,66,0,186,11,58,0,1,7,0,0,0,0,33,0,0,18,228,35,17
 E50-02F,T,F,SHAM, Colin,47718,377768,0,239096,178913,142525,0,15629,0,0,0,137331,0,0,160180,343478,146848,8845,3,34,167,0,209,66,67,0,0,6,0,0,0,0,70,0,0,28,190,66,6
 E50-03M,T,M,REP, Colin,73459,240745,0,185744,7859,175133,0,0,0,0,57479,387945,0,0,254784,168676,230528,16727,1,41,89,0,181,6,36,0,81,0,0,0,0,28,121,0,0,41,97,16,8
 E50-04M,T,M,SHAM, Colin,103533,202903,0,142329,4062,264496,0,11987,0,7391,31334,251447,0,0,48653,236399,493010,1921,0,42,60,0,148,2,26,0,31,2,0,0,1,11,103,0,0,15,97,17,1
 E50-05M,T,M,REP, Colin,13816,284502,49549,230756,16384,465357,0,0,0,6021,57710,478566,0,0,82582,111871,831,981,0,7,82,11,200,5,85,0,39,0,0,0,4,20,139,0,0,17,65,1,1
 E50-06M,T,M,REP, Colin,385929,176967,0,93206,30335,44104,0,50476,0,0,25524,47762,0,0,273520,476786,177109,17867,0,148,52,0,104,4,17,0,34,10,0,0,0,5,16,0,0,33,171,25,32
 E50-07M,T,M,SHAM, Colin,150052,242341,0,155891,7173,198031,0,201632,0,1671,30979,205398,0,0,119096,336421,146348,4268,0,66,94,0,179,5,52,0,40,12,0,0,1,8,86,0,0,26,152,21,5
 E50-08M,T,M,REP, Colin,155353,235568,0,229324,45006,58009,864,32959,1419,861,63519,415909,0,0,85731,396148,51834,2058,0,56,82,0,222,25,24,1,38,10,0,1,1,10,124,0,0,17,151,21,3
 E5-04,T,M,REP, Colin,102203,105844,12160,313353,5370,711081,0,0,0,20292,75679,367339,0,0,10355,76324,0,0,0,21,33,5,203,1,85,0,57,0,0,0,6,15,115,0,0,3,46,0,0
 E5-05,T,F,SHAM, Colin,236478,165712,37527,194915,9762,453935,0,123186,795,0,0,147497,0,0,44423,344990,38138,2642,0,78,55,7,134,2,47,0,0,17,0,1,0,0,45,0,0,7,121,4,4
 E5-07,T,M,GDX, Colin,84977,180142,0,277708,77464,624594,31795,76144,48680,12901,66087,160002,0,0,2964,153798,2744,0,0,21,38,0,118,19,36,10,1,14,24,14,5,14,64,0,0,2,51,1,0
 E5-08,T,M,REP, Colin,21542,339429,63709,334285,74216,252438,670,40587,8348,77773,149657,244228,0,0,21164,143636,20722,7596,0,8,87,9,165,13,31,1,74,6,0,1,22,51,88,0,0,6,61,2,4
 E51-01F,T,F,REP, Colin,313123,253543,0,121756,2209,36702,0,78709,0,0,0,51457,0,0,131182,497614,291060,18943,0,175,101,0,154,2,8,0,0,29,0,0,0,0,28,0,0,25,252,60,31
 E51-02F,T,F,SHAM, Colin,153325,276264,3372,286727,18088,233978,0,12871,0,0,0,150655,0,117574,78239,366881,89600,11955,0,109,120,1,323,5,90,0,0,12,0,0,0,0,128,0,14,22,215,39,15
 E51-04M,T,M,SHAM, Colin,77484,197090,5819,226468,103175,228098,0,62613,0,0,25661,468527,0,0,98032,150858,154324,938,0,33,79,4,209,25,62,0,80,5,0,0,0,10,149,0,0,17,80,12,3
 E51-05M,T,M,SHAM, Colin,106062,122876,9399,118672,91229,184264,0,44195,0,0,0,310229,0,0,258024,275958,276944,2148,0,59,64,3,127,12,19,0,0,13,0,0,0,0,85,0,0,45,140,44,3
E51-06M,T,M,SHAM, Colin,76011,238210,418,111569,3628,72267,722,41021,0,0,0,221274,0,0,197312,278190,552593,6785,0,52,99,1,140,2,31,1,0,2,0,0,0,0,97,0,0,42,158,12,8
 E51-07M,T,M,REP, Colin,79031,424015,2440,161210,8472,200452,586,28452,0,9378,33701,254894,0,27,193230,304088,92005,8019,0,46,132,2,188,2,50,1,21,14,0,0,4,15,119,0,1,53,162,30,12
 E51-08M,T,M,REP, Colin,129656,349322,0,41160,82350,431367,0,26597,0,0,0,85700,0,0,193620,247140,197514,15574,2,56,77,0,51,14,30,0,0,6,0,0,0,0,23,0,0,24,116,25,19
 E52-01F,T,F,GDX, Colin,147195,114494,0,108606,29182,238681,0,4130,0,0,0,186477,0,1286,212174,330303,413627,13845,1,66,61,0,125,14,42,0,0,2,0,0,0,0,57,0,1,34,164,68,19
 E52-02F,T,F,SHAM, Colin,180711,224514,0,125360,4363,182498,0,37646,0,0,0,107059,0,0,68147,635632,208911,25159,1,102,93,0,132,5,53,0,0,16,0,0,0,0,49,0,0,17,221,47,22
 E51-03F,T,F,REP, Colin,277306,195567,0,96912,15950,341218,0,7229,0,0,0,63030,0,0,199499,555312,35932,12045,2,91,88,0,105,8,38,0,0,6,0,0,0,0,26,0,0,46,205,14,18
 E52-03M,T,M,GDX, Colin,99747,116304,3441,210484,139474,206970,0,96276,0,0,0,219565,0,0,54007,173381,458260,21452,2,61,37,1,143,26,38,0,0,13,0,0,0,0,68,0,0,8,91,49,9
 E52-04M,T,M,SHAM, Colin,104513,103651,0,110572,2187,347638,0,129586,0,0,0,79126,0,0,224782,255822,437154,4969,1,48,53,0,110,2,37,0,4,11,0,0,0,0,29,0,0,36,102,12,5
 E53-01F,T,F,SHAM, Colin,146117,153212,0,124257,32082,248746,0,16588,0,0,0,593308,0,0,74147,334827,64767,11159,0,68,61,0,134,4,36,0,0,6,0,0,0,0,101,0,0,7,135,15,12
 E53-02F,T,F,SHAM, Colin,34093,331977,0,194738,0,74548,0,8386,0,0,0,442231,0,0,226316,358770,125217,3724,0,29,158,0,203,0,17,0,0,2,0,0,0,0,93,0,0,70,195,28,4
 E53-03M,T,M,SHAM, Colin,93593,309140,0,218148,33950,193056,12230,26837,77435,5533,29780,166843,0,0,122597,403098,97828,9482,0,56,102,0,180,23,53,2,5,9,89,24,2,7,82,0,0,10,155,15,5
 E53-06M,T,M,SHAM, Colin,96797,170962,3806,271605,66590,151123,0,16922,0,727,48076,543558,0,0,140403,263003,23589,2839,0,50,82,3,265,10,50,0,49,2,0,0,1,6,191,0,0,42,173,10,2
 E53-07M,T,M,GDX, Colin,286967,294237,0,240109,5025,64664,0,35036,0,0,0,206897,0,589,14010,597021,39908,15537,1,170,99,0,227,3,31,0,0,4,0,0,0,0,108,0,1,5,261,7,19
 E53-08M,T,M,SHAM, Colin,125304,224106,12912,231181,2905,244719,924,4775,0,2614,69056,389858,0,0,150079,322731,11172,5837,0,54,125,6,254,3,63,1,114,3,0,0,1,22,142,0,0,40,182,4,7
 E6-01,T,M,GDX, Colin,18481,276807,4703,392653,0,425813,0,0,5465,49877,55560,368947,0,0,17163,181675,0,2856,0,14,116,4,264,0,106,0,21,0,0,3,12,22,145,0,0,9,109,0,1
 E6-03,T,M,REP, Colin,75838,231038,1081,350339,12940,222480,696,132426,612,0,495,265935,0,660,147522,287167,67879,2892,0,41,82,1,223,3,54,1,0,35,0,1,0,1,129,0,1,24,129,8,2
 E6-04,T,M,REP, Colin,18501,319983,13141,269036,4958,675232,1743,0,0,137068,129762,122025,0,0,7871,97015,0,3665,0,10,89,2,147,3,75,1,53,0,0,0,46,51,42,0,0,6,57,0,2
 E6-06,T,M,SHAM, Colin,40207,220370,6514,359987,10383,606489,0,9448,0,0,5610,259066,0,0,2076,275636,0,4214,0,23,63,2,198,2,55,0,13,4,0,0,0,1,105,0,0,1,94,0,3
 E7-01,C,M,REP, Colin,56195,257051,2203,392943,139953,193478,39517,47495,69325,27601,142948,147048,0,0,0,284243,0,0,0,33,79,1,202,27,43,15,4,10,77,30,13,35,64,0,0,0,118,0,0
 E7-02,C,M,GDX, Colin,432156,259893,8109,168659,1131,144293,0,123785,0,0,0,89255,0,0,64629,440545,56718,10827,0,131,55,1,127,1,32,0,0,25,0,0,0,0,39,0,0,11,168,7,10
 E7-03,C,M,REP, Colin,89793,170186,5436,231827,16773,236455,0,25369,0,0,0,380376,0,0,80503,320726,241884,0,0,25,50,1,167,1,41,0,0,2,0,0,0,0,120,0,0,15,111,19,0
 E7-05,C,M,SHAM, Colin,75060,169765,0,114515,4409,245668,0,533179,0,0,2604,178257,0,0,95182,303512,77849,0,0,36,32,0,81,3,19,0,0,27,0,0,0,2,34,0,0,11,107,12,0
 E7-06,C,F,REP, Colin,144755,261604,0,113168,0,260722,0,108040,0,0,0,141334,0,0,152614,533994,83769,0,0,81,88,0,108,0,43,0,0,16,0,0,0,0,38,0,0,23,187,5,0
 E7-08,C,F,GDX, Colin,59705,196878,0,202517,43633,111817,0,458427,0,0,2191,99156,0,0,91805,372976,159199,1696,0,29,52,0,111,11,34,0,0,17,0,0,0,1,37,0,0,13,89,12,1
 E8-03F,C,F,REP, Colin,38986,227203,12829,273122,0,217826,0,206687,0,0,0,146823,0,0,246143,412561,17820,0,0,22,64,2,169,0,34,0,0,14,0,0,0,0,72,0,0,29,123,4,0
 E8-04F,C,F,GDX, Colin,78004,276298,5799,121731,22539,406837,0,103116,0,0,0,164663,0,466,221398,308958,89651,540,0,35,56,1,101,8,50,0,0,10,0,0,0,0,36,0,1,5,98,5,1
 E8-07Ma,C,M,REP, Colin,15127,187748,2643,213461,85631,535356,696,116525,0,5462,160679,84159,0,0,63519,196267,131277,1450,0,9,56,2,115,24,61,1,3,16,33,0,2,20,30,0,0,10,62,20,1
 E8-07Mb,C,M,GDX, Colin,39932,169574,1788,331396,3639,293173,0,171608,746,0,19906,580217,0,1428,76526,107799,0,2268,1,19,40,1,230,2,62,0,10,7,2,1,0,5,166,0,1,24,66,0,2
 E9-01Mb,C,M,SHAM, Colin,132881,84085,0,67208,2373,315773,0,115759,0,0,0,39677,0,0,252527,307041,478788,3888,0,44,30,0,63,1,31,0,0,13,0,0,0,0,20,0,0,17,91,12,3
 E9-04M,C,M,REP, Colin,153735,214267,0,126244,25404,296646,0,70359,0,0,7401,82891,0,0,258218,302815,261350,670,0,52,63,0,93,3,39,0,11,10,0,0,0,5,31,0,0,29,110,18,1
 E9-05F,C,F,SHAM, Colin,271524,338268,0,92109,2244,131622,0,67092,0,0,0,10868,0,0,204850,542455,133146,5822,0,114,77,0,99,1,29,0,0,26,0,0,0,0,3,0,0,25,178,16,7
 E9-09M,C,M,GDX, Colin,119799,34398,0,35397,17751,83277,0,160088,0,0,621,18135,0,0,133592,179244,1011919,5779,0,41,10,0,23,4,13,0,0,11,0,0,0,1,5,0,0,9,46,10,5
 E9-11M,C,M,REP, Colin,270379,113292,0,109946,0,378508,0,27250,0,0,65328,89105,0,0,110676,255482,378511,1523,0,74,48,0,102,0,29,0,5,9,0,0,0,3,41,0,0,26,111,3,3
 E9-13M,C,M,GDX, Colin,110400,214221,0,71080,1249,122046,0,76997,0,0,0,125283,0,0,59710,339709,679220,0,0,40,40,0,63,1,31,0,0,9,0,0,0,0,30,0,0,6,91,15,0
